({{integer 1 10010}}, {{integer 1 10003}}, {{integer 1 233}}, {{float 1000 5000 2}}),
(591, 4548, 83, 1033.18),
(4330, 7268, 5, 1742.32),
(7307, 8582, 112, 3031.63),
(4539, 7067, 206, 4058.41),
(277, 2839, 18, 3248.08),
(3308, 8244, 220, 3900.17),
(2528, 8897, 90, 2308.87),
(6355, 8162, 54, 4501.21),
(7467, 686, 123, 4457.58),
(5151, 6572, 213, 2486.99),
(7208, 5325, 149, 3889.72),
(1237, 5873, 185, 4437.33),
(48, 5247, 2, 2057.79),
(8883, 2796, 142, 1888.00),
(7306, 9995, 128, 2628.27),
(9812, 4061, 223, 1177.01),
(4494, 880, 144, 1651.85),
(560, 3532, 149, 3354.43),
(1333, 5194, 211, 1564.88),
(7246, 819, 192, 1829.38),
(7032, 4840, 22, 2746.13),
(1608, 2038, 52, 4298.97),
(4221, 1437, 5, 1804.87),
(6831, 210, 35, 3463.21),
(6710, 5099, 97, 3640.54),
(4565, 3602, 141, 1074.80),
(3756, 5122, 81, 2217.74),
(107, 2404, 104, 2752.02),
(5482, 9824, 169, 2339.44),
(7215, 2364, 99, 2799.86),
(3328, 6226, 71, 4030.95),
(9297, 3596, 104, 3195.80),
(5661, 227, 153, 3914.61),
(9074, 9675, 93, 3359.78),
(9930, 6441, 10, 3629.34),
(6089, 626, 131, 3559.10),
(8825, 6353, 229, 2775.99),
(9689, 7387, 202, 4101.83),
(1586, 6427, 122, 1090.95),
(679, 5490, 200, 3537.57),
(3228, 7046, 209, 3945.66),
(7846, 8397, 44, 3136.18),
(9297, 7430, 114, 3920.56),
(8850, 5564, 24, 3266.68),
(581, 3396, 132, 1447.41),
(1837, 7170, 121, 4131.90),
(69, 2061, 21, 4442.23),
(3430, 8809, 181, 1173.86),
(9571, 5648, 73, 3777.23),
(8820, 2045, 67, 1576.27),
(1785, 5577, 38, 2581.44),
(6948, 489, 147, 2446.93),
(1509, 7998, 161, 3777.77),
(7557, 3084, 81, 2992.91),
(492, 5139, 113, 4842.94),
(5425, 1761, 158, 4739.64),
(8390, 1775, 86, 1653.80),
(1636, 4313, 223, 2422.20),
(4699, 767, 217, 4118.07),
(382, 6774, 125, 3501.88),
(1237, 2634, 31, 2789.31),
(3935, 8045, 12, 1109.12),
(1846, 2520, 47, 3568.64),
(1316, 8362, 208, 2754.28),
(2241, 2664, 214, 3313.60),
(1056, 6674, 45, 1941.17),
(7957, 2177, 114, 3395.59),
(626, 751, 211, 1979.39),
(6889, 4069, 99, 4844.97),
(7857, 418, 69, 1180.77),
(5810, 6912, 199, 2769.19),
(2782, 5505, 143, 3231.76),
(3757, 2265, 149, 2478.76),
(3515, 9589, 13, 1387.11),
(9617, 3636, 211, 3868.28),
(9108, 3218, 143, 2038.52),
(255, 8335, 146, 1833.49),
(7757, 1860, 151, 1324.30),
(7384, 9789, 101, 4003.03),
(331, 1016, 61, 4902.86),
(9138, 2821, 53, 1132.05),
(1363, 3620, 113, 3374.72),
(6390, 7346, 173, 1782.91),
(849, 5487, 12, 3148.10),
(2047, 9143, 195, 3654.95),
(35, 1049, 61, 1187.13),
(84, 570, 55, 3062.82),
(3024, 7099, 34, 2503.69),
(9400, 3930, 42, 2102.36),
(1278, 7033, 27, 1448.34),
(3350, 6377, 97, 2984.47),
(5199, 8470, 171, 1489.89),
(3039, 1593, 208, 3405.87),
(8290, 1280, 178, 1500.73),
(7764, 2302, 201, 3687.15),
(7898, 6827, 193, 3667.85),
(2264, 7415, 23, 1248.99),
(4642, 6784, 22, 3470.40),
(6680, 6687, 145, 1334.54),
(3762, 937, 179, 2707.93),
(6160, 9361, 201, 3013.13),
(1991, 7533, 160, 2281.00),
(2793, 4101, 139, 1879.18),
(7426, 6254, 9, 4155.66),
(2668, 3259, 51, 3778.65),
(1241, 910, 232, 1262.75),
(4366, 1024, 107, 2046.53),
(5348, 8019, 199, 3795.20),
(8023, 9906, 185, 4427.60),
(7176, 7301, 183, 3155.48),
(3866, 9945, 109, 4514.11),
(810, 6555, 117, 2545.49),
(8453, 3996, 141, 2426.11),
(4367, 2592, 102, 1439.23),
(6397, 8577, 208, 1061.50),
(9167, 9467, 218, 3418.30),
(1973, 6464, 223, 4699.31),
(83, 9721, 186, 2006.51),
(954, 3747, 146, 4888.50),
(3679, 9578, 28, 3461.83),
(5582, 4446, 174, 4895.48),
(8893, 1813, 82, 2780.32),
(8375, 4195, 126, 2184.69),
(3790, 3107, 58, 1630.70),
(1416, 6879, 135, 4350.79),
(8058, 113, 107, 2515.44),
(5874, 2714, 5, 3537.08),
(7718, 8077, 9, 1247.15),
(2628, 5482, 32, 2586.31),
(2791, 6642, 147, 1361.38),
(4869, 779, 144, 2367.57),
(2835, 2663, 119, 1568.89),
(923, 6482, 74, 4776.60),
(4765, 6046, 102, 3894.39),
(6029, 6361, 31, 4060.24),
(7521, 3326, 99, 1960.48),
(5466, 147, 159, 4984.87),
(7981, 9451, 201, 3775.46),
(2339, 3380, 198, 4106.85),
(5997, 3777, 230, 2213.75),
(7631, 2778, 36, 2941.02),
(4796, 7595, 128, 1143.48),
(9438, 1183, 19, 2392.07),
(4373, 4050, 84, 3709.77),
(7678, 3477, 43, 3966.13),
(7587, 5186, 4, 1421.59),
(6492, 6649, 75, 2976.25),
(1757, 761, 178, 1221.22),
(3729, 3951, 225, 4317.81),
(7238, 3623, 173, 4844.35),
(4729, 6249, 187, 4391.05),
(227, 2140, 184, 4647.52),
(9361, 7360, 82, 2086.90),
(8737, 4851, 74, 1156.39),
(2492, 2870, 182, 4777.48),
(5123, 4042, 70, 4298.63),
(727, 5754, 230, 4891.70),
(4537, 8835, 149, 4124.60),
(907, 3670, 198, 4226.17),
(7608, 1120, 94, 2741.65),
(9891, 1185, 225, 1264.50),
(5087, 2072, 149, 3225.05),
(8802, 5037, 188, 4561.76),
(6018, 5643, 180, 4683.22),
(4285, 8005, 168, 1360.53),
(2927, 6183, 91, 2227.85),
(7500, 5683, 132, 1960.92),
(7499, 4476, 59, 3799.68),
(2492, 9029, 213, 1663.55),
(7448, 943, 208, 2529.31),
(9063, 2700, 42, 3005.29),
(5010, 1421, 97, 2336.50),
(4367, 8582, 137, 4210.42),
(9328, 7665, 179, 4522.95),
(5969, 7949, 56, 3508.96),
(9323, 7119, 46, 4413.15),
(651, 2059, 226, 2623.40),
(7721, 9655, 185, 1171.62),
(8967, 7007, 81, 3542.24),
(7507, 3394, 83, 4462.38),
(8274, 7572, 22, 4805.37),
(2731, 7978, 60, 1090.35),
(5998, 485, 47, 4344.90),
(699, 3709, 60, 1944.60),
(3194, 7684, 224, 1807.86),
(4534, 4081, 68, 1496.67),
(9330, 5033, 53, 2607.16),
(5039, 3871, 121, 1065.90),
(9389, 489, 20, 1228.57),
(8802, 1909, 150, 3477.30),
(9768, 4091, 142, 1589.36),
(4971, 2484, 139, 3048.02),
(3105, 9736, 157, 1999.19),
(643, 4982, 210, 2513.23),
(193, 5757, 139, 1213.72),
(1336, 463, 64, 3879.01),
(9668, 9435, 72, 4691.51),
(1158, 7736, 180, 3734.81),
(6814, 9172, 116, 3256.45),
(8349, 9978, 18, 3510.11),
(5287, 2812, 70, 4436.10),
(5406, 9275, 221, 3463.75),
(9259, 2092, 7, 2252.96),
(3801, 1448, 34, 4986.63),
(16, 1500, 134, 4715.59),
(9915, 7677, 191, 3492.59),
(2572, 1250, 31, 4846.33),
(3981, 7529, 60, 3690.75),
(4131, 3061, 177, 2068.62),
(8624, 2848, 68, 2360.28),
(1690, 4324, 147, 4512.11),
(2906, 9377, 1, 3538.14),
(7901, 5620, 213, 3334.80),
(6399, 2678, 46, 1837.47),
(9117, 8760, 109, 1569.94),
(3707, 6421, 6, 3720.58),
(657, 6576, 35, 2989.57),
(8282, 6756, 112, 1560.92),
(2708, 9699, 124, 2349.63),
(2432, 307, 155, 4183.87),
(1828, 8786, 129, 1333.51),
(3466, 4678, 98, 1380.50),
(5658, 6444, 39, 1779.10),
(2965, 6250, 230, 2451.09),
(5277, 2040, 179, 2673.05),
(3508, 7738, 155, 4701.80),
(7662, 7344, 97, 4947.34),
(8634, 2933, 109, 2694.03),
(7986, 5599, 151, 4249.24),
(9953, 3138, 119, 3250.67),
(4534, 1101, 190, 1797.77),
(8915, 5426, 146, 4050.96),
(5144, 8161, 3, 4943.47),
(7281, 4606, 36, 3384.29),
(318, 5294, 79, 2664.95),
(4375, 1428, 177, 4005.76),
(1731, 7461, 93, 4473.72),
(8378, 7495, 216, 1960.72),
(4753, 6198, 99, 4599.13),
(3106, 3785, 134, 4432.20),
(7360, 4826, 174, 2055.37),
(3482, 851, 209, 2671.50),
(4979, 9235, 151, 4132.08),
(5148, 1549, 201, 2408.53),
(8704, 6540, 146, 2056.83),
(3968, 4546, 160, 3838.63),
(2423, 1057, 142, 2446.18),
(7228, 8385, 217, 4794.95),
(1546, 711, 167, 3945.72),
(4941, 8514, 177, 3092.74),
(7791, 8312, 84, 2961.07),
(8027, 8644, 200, 4210.60),
(9321, 881, 104, 2519.17),
(1576, 2239, 232, 2897.59),
(6075, 9630, 115, 1606.31),
(7760, 9503, 94, 1429.69),
(3943, 9106, 151, 2290.33),
(9261, 1633, 184, 4404.77),
(8040, 2282, 14, 1925.72),
(5671, 1802, 175, 2074.73),
(4688, 8644, 167, 4407.82),
(8839, 5974, 153, 3753.00),
(9553, 7174, 198, 1648.85),
(6386, 9017, 128, 4715.09),
(3187, 3697, 8, 2445.26),
(3043, 1962, 229, 3055.99),
(1947, 8747, 30, 2539.53),
(4580, 6621, 133, 4150.35),
(3848, 8243, 180, 2152.32),
(5489, 463, 92, 3301.26),
(2797, 2150, 140, 4769.56),
(9324, 7403, 150, 4155.29),
(9205, 6994, 19, 4273.92),
(5618, 34, 110, 1912.47),
(3186, 5938, 60, 3310.06),
(1357, 6920, 175, 4981.00),
(9198, 9074, 224, 1639.13),
(4117, 1878, 193, 2863.88),
(7575, 2961, 66, 2443.63),
(9961, 361, 42, 4996.29),
(9122, 7575, 52, 4959.46),
(9609, 4578, 162, 2159.98),
(2453, 7344, 141, 2662.70),
(7300, 7710, 167, 3422.80),
(2793, 2750, 44, 1583.54),
(9991, 4257, 175, 3151.75),
(5082, 647, 112, 2770.58),
(8637, 2573, 75, 3544.16),
(2110, 8452, 123, 1921.98),
(1229, 8775, 56, 2048.64),
(4200, 1305, 19, 2862.18),
(8879, 8886, 118, 4182.92),
(9634, 9505, 85, 4566.42),
(3706, 8098, 103, 1318.50),
(9875, 6234, 161, 3280.77),
(2321, 7330, 122, 2860.00),
(1742, 7273, 130, 4443.80),
(5826, 7627, 97, 4152.15),
(389, 6930, 46, 2739.25),
(1109, 6148, 4, 4730.80),
(8367, 6470, 16, 1691.36),
(3854, 7199, 213, 2252.91),
(1360, 7860, 176, 3291.67),
(7300, 5913, 162, 2057.22),
(7098, 1888, 225, 1141.31),
(4756, 3586, 21, 4981.43),
(6590, 4616, 185, 4443.01),
(5963, 1476, 179, 4719.67),
(3221, 2312, 85, 4854.67),
(1659, 8990, 205, 3528.91),
(7553, 4987, 222, 2502.26),
(361, 441, 138, 2530.01),
(6600, 3824, 60, 4810.81),
(1902, 9784, 6, 2661.09),
(10007, 1664, 19, 2159.71),
(7449, 7443, 92, 3867.83),
(8440, 9132, 179, 1834.24),
(7001, 6816, 112, 1311.92),
(4470, 4661, 103, 2101.84),
(2881, 90, 223, 2245.17),
(366, 6944, 141, 4429.52),
(4855, 5836, 10, 4634.37),
(6656, 56, 36, 1042.88),
(7339, 1780, 60, 3514.67),
(3079, 9474, 38, 3741.69),
(2487, 2334, 113, 4375.30),
(4933, 7739, 96, 4744.26),
(4709, 5623, 108, 2324.27),
(6368, 258, 63, 2064.04),
(7768, 4436, 34, 1468.52),
(7664, 9286, 213, 1479.86),
(6463, 6969, 189, 4820.01),
(6716, 110, 155, 1648.34),
(5762, 1529, 131, 3996.54),
(9339, 7832, 103, 1699.69),
(787, 2681, 148, 1653.57),
(601, 7051, 59, 2796.02),
(4439, 2091, 129, 3219.68),
(1012, 8029, 225, 2609.24),
(559, 7138, 164, 4246.75),
(7055, 1517, 139, 1424.05),
(5465, 1673, 99, 4198.73),
(4378, 9712, 54, 3179.49),
(4692, 3567, 101, 2600.68),
(6891, 3469, 4, 2951.17),
(7150, 9059, 19, 3800.45),
(2671, 8624, 186, 3500.84),
(60, 6391, 109, 4570.49),
(6029, 5013, 147, 4840.77),
(9599, 10, 118, 2279.20),
(945, 10, 78, 1745.97),
(6545, 4697, 213, 2971.35),
(3219, 837, 115, 1368.12),
(3001, 4289, 54, 4202.66),
(3666, 4210, 139, 1705.73),
(743, 7679, 49, 4376.43),
(8239, 6387, 91, 3908.79),
(5726, 638, 206, 1153.25),
(3627, 3041, 156, 3264.15),
(4385, 6563, 159, 4402.73),
(5796, 1849, 28, 2280.35),
(7720, 1675, 81, 4489.57),
(7793, 6615, 109, 3415.11),
(3966, 92, 113, 4404.47),
(637, 943, 184, 1102.27),
(4319, 4330, 103, 2567.07),
(6456, 9272, 208, 4629.75),
(6697, 4560, 77, 1833.29),
(5854, 1962, 225, 1316.27),
(5379, 9422, 13, 3751.02),
(2625, 676, 225, 1620.38),
(3298, 3849, 18, 1529.75),
(2244, 7164, 101, 2644.59),
(6723, 6354, 225, 2746.93),
(1643, 3296, 38, 3442.86),
(5325, 5618, 145, 4923.14),
(7510, 6773, 148, 3989.96),
(1988, 9610, 163, 4007.91),
(3988, 6426, 217, 3544.08),
(4951, 9215, 219, 2431.77),
(6996, 8189, 185, 2559.21),
(3749, 2588, 153, 4558.64),
(4111, 3358, 161, 2315.19),
(3372, 3280, 83, 2465.44),
(7611, 7075, 15, 3937.90),
(7068, 3902, 139, 4165.26),
(1413, 6538, 5, 3372.60),
(1944, 9005, 224, 2903.51),
(7052, 6569, 121, 1946.36),
(7858, 3345, 32, 2976.09),
(1161, 4634, 30, 4240.40),
(6367, 6683, 20, 1274.56),
(1885, 7408, 48, 2045.77),
(8594, 5888, 135, 4657.87),
(9500, 1213, 25, 2447.69),
(2792, 4132, 118, 2395.23),
(9295, 9571, 29, 3341.19),
(3921, 3204, 100, 1698.88),
(3021, 2407, 140, 2652.10),
(9851, 3300, 87, 1877.80),
(6449, 1044, 108, 1879.86),
(7185, 7550, 200, 1832.04),
(592, 4580, 161, 1708.19),
(5004, 7183, 143, 3119.35),
(6471, 6166, 195, 4359.83),
(7628, 3232, 198, 4927.59),
(4556, 7625, 187, 3856.39),
(2403, 5166, 147, 1436.48),
(1712, 1701, 212, 2709.30),
(7393, 3066, 102, 4509.31),
(3617, 7275, 141, 3847.60),
(4142, 6751, 65, 1566.65),
(5640, 2621, 107, 2621.13),
(3432, 4562, 187, 2313.84),
(2801, 3673, 50, 4330.39),
(3427, 886, 97, 3504.48),
(9606, 1589, 57, 3994.43),
(2489, 1976, 193, 4210.47),
(6139, 1753, 222, 4844.78),
(9570, 7935, 50, 3390.08),
(3930, 1262, 147, 3523.57),
(746, 1093, 141, 4061.21),
(9090, 6285, 72, 1430.78),
(3087, 4656, 212, 4658.12),
(8463, 1280, 224, 1806.36),
(5294, 3730, 211, 1388.70),
(2054, 5094, 80, 1423.42),
(7502, 6006, 187, 2637.39),
(3298, 7486, 57, 2015.37),
(2933, 7585, 192, 4676.49),
(3480, 9263, 2, 3813.91),
(4766, 3626, 43, 3202.46),
(5532, 7825, 91, 2880.89),
(922, 4453, 52, 4615.58),
(6895, 1180, 87, 2639.09),
(2727, 7310, 73, 2192.12),
(7458, 3704, 153, 4571.22),
(6680, 9628, 56, 4060.88),
(3461, 8951, 188, 1952.72),
(7725, 3073, 212, 2388.28),
(3623, 3926, 14, 3011.33),
(2505, 863, 132, 1067.50),
(3593, 6710, 230, 4222.52),
(1493, 931, 73, 3787.36),
(3003, 1984, 190, 4403.62),
(3282, 1726, 215, 2100.49),
(7820, 9482, 197, 2340.18),
(645, 5532, 124, 1402.17),
(9648, 4815, 57, 3062.42),
(8279, 6175, 208, 3605.05),
(3916, 8034, 185, 3437.18),
(8502, 1721, 206, 4230.22),
(6037, 8755, 206, 3607.83),
(2029, 5836, 67, 2600.34),
(5078, 3336, 61, 3071.45),
(1125, 941, 144, 4608.29),
(8231, 377, 85, 3729.03),
(651, 6900, 155, 3635.91),
(7141, 530, 102, 1569.27),
(4558, 2727, 56, 4170.46),
(5375, 2928, 116, 3083.22),
(6506, 112, 193, 4793.36),
(7190, 2956, 65, 4794.23),
(2468, 8289, 23, 2155.40),
(3645, 8654, 85, 4413.43),
(9237, 3439, 91, 2349.73),
(2066, 3589, 81, 2875.76),
(9007, 1540, 146, 3201.61),
(2061, 5729, 179, 2441.40),
(840, 921, 84, 3322.42),
(4860, 5660, 74, 4835.05),
(2835, 739, 85, 1562.85),
(1425, 8915, 139, 1810.93),
(6518, 9464, 142, 4060.79),
(1998, 5012, 150, 4126.05),
(1844, 8528, 20, 1108.93),
(874, 6769, 108, 2601.89),
(5754, 5118, 223, 1504.30),
(7861, 5643, 72, 4150.26),
(4318, 4570, 53, 3423.26),
(8287, 4524, 35, 2856.92),
(8740, 3113, 65, 1496.70),
(8930, 7607, 194, 1399.60),
(1845, 9502, 222, 3355.39),
(3268, 4396, 116, 1553.88),
(1327, 5210, 2, 2505.92),
(3628, 6769, 165, 2949.26),
(4293, 1705, 136, 3229.56),
(6818, 5321, 218, 3295.24),
(3659, 6004, 157, 1878.83),
(7538, 4723, 134, 4902.24),
(3630, 5239, 54, 2979.87),
(6021, 7998, 227, 1792.95),
(3445, 8758, 87, 1156.94),
(6408, 2434, 177, 2262.54),
(2914, 2326, 162, 2442.88),
(6117, 7236, 86, 3672.32),
(5869, 1504, 55, 3533.49),
(1932, 6205, 201, 1580.00),
(8750, 596, 41, 1338.53),
(7464, 5285, 127, 2584.88),
(3553, 557, 74, 4059.43),
(3438, 727, 90, 1356.41),
(1368, 1531, 211, 2666.76),
(4340, 1599, 138, 4867.53),
(4011, 37, 195, 2797.59),
(6331, 8231, 201, 4570.03),
(515, 3829, 105, 3801.74),
(1716, 8457, 51, 1217.21),
(1930, 8436, 159, 1292.38),
(56, 1352, 19, 1380.86),
(3794, 1289, 11, 1139.00),
(2277, 4062, 149, 3901.75),
(4565, 2005, 46, 1616.12),
(635, 2088, 63, 2674.57),
(479, 1230, 111, 3474.96),
(121, 3415, 166, 4368.39),
(8050, 9432, 186, 3001.15),
(6745, 6429, 153, 3362.88),
(7413, 209, 129, 3719.02),
(2322, 2530, 214, 2171.85),
(1899, 4620, 40, 3724.41),
(8556, 169, 26, 1872.97),
(4682, 2299, 38, 1721.19),
(1754, 8384, 12, 2979.78),
(4787, 4153, 222, 3519.04),
(2019, 4249, 112, 2209.39),
(8148, 9842, 59, 3236.90),
(1006, 8102, 101, 3744.17),
(5045, 514, 42, 1672.26),
(5361, 1285, 212, 4587.96),
(1016, 2515, 69, 2028.61),
(3974, 9703, 137, 2424.87),
(1721, 9618, 107, 2948.84),
(5692, 1865, 75, 2256.45),
(1559, 2246, 106, 4419.10),
(2662, 7024, 112, 4066.01),
(2575, 3585, 4, 2871.77),
(959, 2033, 146, 3594.54),
(3557, 8360, 179, 3194.31),
(7704, 512, 36, 3315.01),
(9494, 6220, 178, 2794.45),
(1075, 2963, 186, 2589.85),
(9675, 5400, 119, 1864.42),
(6129, 4237, 73, 1674.09),
(3052, 6963, 130, 3075.30),
(7426, 8342, 108, 3146.58),
(1762, 7416, 68, 2968.72),
(3621, 1275, 11, 2791.68),
(591, 7228, 74, 1941.73),
(6636, 6710, 140, 4571.25),
(3314, 2470, 173, 3165.81),
(8870, 7477, 201, 2803.73),
(705, 2832, 21, 2761.55),
(7907, 6262, 136, 2450.30),
(9641, 7553, 131, 4467.12),
(9855, 2689, 107, 3921.95),
(6220, 6928, 76, 1299.63),
(4067, 7811, 84, 1445.37),
(7163, 1154, 224, 2345.58),
(5601, 3963, 229, 2075.45),
(3775, 5739, 185, 2150.64),
(339, 6280, 158, 3369.00),
(5104, 4187, 64, 1916.93),
(8369, 6815, 179, 2317.16),
(7399, 1956, 93, 3506.75),
(321, 3290, 71, 1219.39),
(8140, 4116, 124, 3238.05),
(7861, 6695, 172, 1590.86),
(3721, 8868, 228, 1430.40),
(4304, 7553, 125, 3124.75),
(3728, 7804, 139, 4683.67),
(6301, 4447, 206, 3475.89),
(5230, 5325, 16, 1030.22),
(3779, 4852, 91, 3797.01),
(3528, 6175, 54, 3775.32),
(516, 4694, 142, 1812.37),
(7804, 8420, 38, 4862.62),
(6642, 5169, 54, 4190.11),
(7121, 3811, 173, 1401.92),
(2876, 9069, 184, 2266.60),
(5340, 2910, 79, 2475.17),
(1356, 6859, 119, 3086.30),
(5682, 3916, 83, 1337.53),
(4966, 8900, 198, 2623.43),
(8277, 8347, 70, 2597.55),
(3268, 6680, 229, 4222.95),
(4070, 6598, 164, 1058.18),
(2073, 8283, 66, 3935.62),
(8925, 8414, 32, 2552.61),
(7637, 6984, 177, 4508.06),
(871, 883, 141, 3151.22),
(8880, 4883, 73, 3326.78),
(924, 2531, 12, 3601.06),
(3318, 9510, 116, 2067.29),
(3402, 8095, 54, 3221.03),
(8924, 6588, 222, 3260.45),
(7175, 869, 27, 1610.03),
(7983, 6954, 159, 1081.75),
(9453, 3452, 22, 1451.37),
(6323, 4892, 187, 4762.49),
(8496, 577, 11, 3740.29),
(5146, 2184, 113, 2787.52),
(7653, 1774, 201, 1586.52),
(8300, 180, 89, 3451.26),
(1926, 7038, 191, 1576.01),
(1605, 4673, 232, 1838.98),
(9543, 3559, 187, 3096.79),
(5244, 3219, 93, 1832.75),
(6805, 7373, 69, 1603.01),
(9417, 382, 96, 2096.50),
(5555, 3186, 211, 3781.32),
(5375, 9633, 25, 3296.38),
(7683, 2611, 99, 1844.24),
(9667, 6201, 90, 1349.69),
(6971, 2929, 125, 1594.34),
(6856, 8250, 42, 4961.42),
(9080, 8082, 170, 4144.59),
(3252, 1313, 116, 3638.16),
(6009, 656, 49, 4599.77),
(3962, 2980, 30, 4992.12),
(7718, 5382, 54, 1390.57),
(92, 976, 76, 4796.96),
(4128, 1320, 136, 3406.62),
(6404, 1392, 25, 2373.54),
(2873, 5876, 77, 3366.94),
(2882, 7183, 54, 1791.14),
(6245, 9636, 20, 4217.35),
(4277, 4714, 172, 2538.53),
(5405, 9481, 192, 2328.74),
(38, 4278, 78, 4606.60),
(5150, 7028, 80, 2009.43),
(2649, 2624, 215, 1370.66),
(11, 2788, 141, 1605.75),
(9688, 6649, 222, 3665.09),
(7619, 2184, 78, 3698.85),
(5720, 8193, 115, 4948.50),
(8750, 4765, 10, 4488.17),
(3236, 3442, 162, 2298.79),
(7492, 9298, 154, 2255.24),
(4425, 5819, 55, 2211.77),
(8134, 1995, 147, 3102.45),
(9913, 4411, 151, 4868.01),
(5154, 4258, 37, 2522.00),
(2901, 5928, 183, 1792.44),
(4336, 9502, 216, 2329.56),
(9849, 4876, 6, 1572.94),
(4765, 8893, 63, 1130.61),
(4037, 5337, 197, 1809.90),
(6267, 4107, 101, 3079.47),
(8684, 6989, 107, 3853.53),
(6927, 1334, 133, 3522.20),
(3435, 510, 29, 4019.20),
(8224, 4889, 148, 1347.78),
(8425, 733, 159, 3682.95),
(4007, 2797, 134, 4378.55),
(3162, 842, 83, 4255.40),
(9441, 1188, 62, 4461.41),
(4033, 5742, 26, 1017.18),
(8802, 3582, 147, 1194.28),
(7094, 8808, 7, 2181.01),
(335, 8171, 12, 1267.07),
(7353, 1840, 122, 3808.80),
(5356, 4902, 179, 4709.12),
(8575, 3102, 46, 3190.68),
(8025, 6773, 11, 2842.04),
(7365, 5293, 136, 2546.27),
(6025, 8601, 31, 1732.61),
(7637, 2509, 105, 2681.66),
(369, 7236, 94, 2700.27),
(6728, 2753, 175, 2600.81),
(6532, 9613, 231, 3798.70),
(8447, 1016, 68, 1550.14),
(5456, 3405, 163, 3516.20),
(9234, 4622, 169, 1773.17),
(6474, 5800, 112, 3922.31),
(94, 7096, 212, 2796.00),
(2139, 367, 156, 4463.24),
(1897, 8913, 4, 1526.30),
(2560, 8166, 12, 1428.68),
(8992, 9036, 72, 1678.64),
(1735, 8433, 67, 4335.59),
(4951, 6790, 33, 2598.75),
(1450, 458, 198, 4440.09),
(2298, 2419, 204, 4977.69),
(248, 8968, 50, 4769.61),
(6674, 8633, 94, 1697.83),
(2466, 3681, 38, 3740.67),
(689, 5455, 65, 3372.95),
(3143, 9012, 31, 3010.71),
(5680, 9106, 190, 3620.52),
(983, 1133, 180, 2783.33),
(6928, 6205, 9, 1342.00),
(7012, 7737, 69, 1845.04),
(8809, 7452, 101, 1296.71),
(8751, 8533, 66, 3941.69),
(2848, 3555, 9, 2886.72),
(3884, 6833, 216, 1410.11),
(8905, 4406, 93, 4113.62),
(7414, 8374, 68, 4766.22),
(561, 1271, 33, 4998.55),
(18, 3122, 130, 1399.95),
(5922, 2640, 222, 4205.08),
(9375, 7964, 7, 2299.05),
(6180, 1486, 165, 4140.72),
(7159, 9318, 93, 4465.96),
(5185, 4232, 79, 3921.03),
(9018, 9820, 199, 1892.74),
(5595, 1185, 84, 1782.12),
(1614, 3657, 225, 2445.63),
(7874, 8497, 139, 1600.30),
(419, 537, 24, 3073.40),
(9902, 4929, 62, 4134.14),
(921, 44, 215, 4012.46),
(2, 6434, 205, 2984.34),
(8071, 3365, 22, 1053.56),
(3724, 4794, 57, 1897.91),
(5621, 5186, 82, 3892.86),
(2486, 2643, 100, 4057.85),
(207, 6840, 202, 3900.08),
(3816, 7743, 229, 4284.94),
(3437, 5663, 203, 2447.01),
(8829, 6207, 116, 2990.84),
(541, 6332, 226, 1208.12),
(823, 5923, 149, 3306.19),
(3291, 2787, 63, 4462.55),
(9559, 9331, 86, 2897.77),
(3887, 5808, 166, 1999.70),
(1296, 2356, 229, 1239.00),
(9560, 5296, 160, 4231.28),
(1301, 1406, 128, 1268.36),
(8736, 6646, 174, 2877.68),
(4371, 8977, 7, 4075.35),
(5882, 2598, 87, 1288.83),
(6026, 3794, 222, 1546.44),
(2229, 2803, 92, 2825.03),
(2619, 3638, 137, 4846.92),
(8551, 7654, 226, 3603.13),
(3, 7438, 149, 1185.39),
(5257, 7630, 62, 4824.23),
(9606, 8710, 186, 1004.11),
(4985, 2542, 202, 1722.45),
(5383, 330, 26, 3092.44),
(3164, 2832, 56, 4340.72),
(8547, 8334, 30, 2406.42),
(410, 4672, 128, 2187.15),
(8300, 755, 200, 1001.22),
(3791, 3876, 188, 2272.57),
(1825, 3003, 192, 3277.46),
(5088, 2893, 170, 2897.98),
(426, 8748, 203, 2958.51),
(5296, 781, 136, 2686.42),
(1278, 429, 118, 1284.20),
(9153, 3807, 24, 4300.69),
(7561, 9922, 70, 4084.55),
(449, 6198, 191, 4513.68),
(9357, 9321, 101, 3667.57),
(4361, 6088, 9, 3044.32),
(5692, 3115, 169, 3563.14),
(8928, 4653, 46, 1738.64),
(1734, 140, 216, 3350.32),
(4084, 2810, 160, 2204.17),
(7323, 9252, 83, 3977.34),
(1320, 6394, 6, 2355.51),
(7574, 3166, 166, 4266.07),
(6636, 8434, 108, 4921.33),
(2804, 2548, 68, 4067.12),
(5583, 9723, 64, 4622.02),
(8679, 9807, 26, 4976.66),
(6479, 9354, 46, 4248.78),
(2049, 4208, 151, 2915.73),
(8160, 5884, 177, 3562.99),
(2116, 5389, 145, 3442.99),
(888, 3005, 1, 1870.34),
(4790, 5706, 17, 2168.94),
(5373, 7527, 38, 1471.19),
(7177, 7184, 20, 2988.72),
(6675, 2142, 140, 3350.90),
(5185, 3815, 102, 3750.13),
(7409, 9000, 24, 3711.00),
(9138, 1908, 22, 3152.02),
(7814, 6682, 197, 3016.26),
(8463, 8623, 44, 3669.46),
